0,1
0.096,501.0
0.12,511.0
0.144,502.0
0.167,507.0
0.191,487.0
0.215,514.0
0.238,513.0
0.262,497.0
0.286,505.0
0.31,507.0
0.333,516.0
0.357,513.0
0.38,514.0
0.404,503.0
0.428,511.0
0.451,509.0
0.476,500.0
0.499,516.0
0.523,500.0
0.546,497.0
0.57,516.0
0.593,510.0
0.617,503.0
0.641,511.0
0.665,498.0
0.689,500.0
0.712,521.0
0.736,502.0
0.759,505.0
0.783,508.0
0.806,510.0
0.831,503.0
0.855,505.0
0.878,506.0
0.902,509.0
0.925,514.0
0.949,509.0
0.972,502.0
0.996,514.0
1.02,518.0
1.044,511.0
1.068,522.0
1.091,508.0
1.115,509.0
1.138,511.0
1.163,515.0
1.186,510.0
1.21,519.0
1.233,504.0
1.257,497.0
1.282,506.0
1.305,496.0
1.329,505.0
1.352,505.0
1.376,507.0
1.399,510.0
1.424,512.0
1.447,494.0
1.471,504.0
1.495,512.0
1.518,511.0
1.542,502.0
1.566,508.0
1.59,509.0
1.613,519.0
1.637,520.0
1.66,503.0
1.684,514.0
1.709,505.0
1.732,504.0
1.756,500.0
1.779,518.0
1.803,514.0
1.826,502.0
1.851,504.0
1.874,507.0
1.898,510.0
1.922,508.0
1.945,512.0
1.97,506.0
1.993,514.0
2.017,505.0
2.04,510.0
2.064,497.0
2.087,507.0
2.112,504.0
2.136,507.0
2.159,496.0
2.183,518.0
2.206,504.0
2.23,520.0
2.254,503.0
2.278,514.0
2.301,500.0
2.325,503.0
2.349,497.0
2.373,497.0
2.397,517.0
2.42,508.0
2.444,500.0
2.467,510.0
2.491,529.0
2.515,519.0
2.539,507.0
2.563,497.0
2.586,507.0
2.61,498.0
2.633,506.0
2.658,505.0
2.681,513.0
2.705,511.0
2.728,503.0
2.752,498.0
2.777,511.0
2.8,516.0
2.824,525.0
2.847,513.0
2.871,511.0
2.894,514.0
2.919,504.0
2.942,501.0
2.966,510.0
2.99,511.0
3.013,513.0
3.037,510.0
3.061,513.0
3.085,516.0
3.108,508.0
3.132,507.0
3.155,503.0
3.18,517.0
3.204,511.0
3.227,503.0
3.251,511.0
3.274,499.0
3.298,502.0
3.322,517.0
3.346,511.0
3.369,502.0
3.393,496.0
3.417,502.0
3.44,520.0
3.465,511.0
3.488,506.0
3.512,511.0
3.535,513.0
3.559,503.0
3.582,494.0
3.607,506.0
3.631,504.0
3.654,514.0
3.678,503.0
3.701,501.0
3.726,503.0
3.749,515.0
3.773,504.0
3.796,509.0
3.82,502.0
3.844,504.0
3.868,519.0
3.892,508.0
3.915,516.0
3.939,499.0
3.962,520.0
3.986,503.0
4.011,512.0
4.034,508.0
4.058,503.0
4.081,505.0
4.105,518.0
4.129,503.0
4.153,504.0
4.176,526.0
4.2,505.0
4.224,520.0
4.247,496.0
4.272,524.0
4.295,513.0
4.319,507.0
4.342,510.0
4.366,510.0
4.389,507.0
4.414,514.0
4.438,512.0
4.461,508.0
4.485,514.0
4.508,513.0
4.532,494.0
4.556,495.0
4.58,504.0
4.603,508.0
4.627,516.0
4.651,507.0
4.674,509.0
4.699,509.0
4.722,508.0
4.746,530.0
4.769,503.0
4.793,508.0
4.817,501.0
4.841,506.0
4.865,505.0
4.888,509.0
4.912,509.0
4.935,514.0
4.96,507.0
4.983,508.0
5.007,508.0
5.03,508.0
5.054,507.0
5.079,505.0
5.102,508.0
5.126,501.0
5.149,520.0
5.173,507.0
5.196,500.0
5.221,514.0
5.244,504.0
5.268,498.0
5.292,519.0
5.315,515.0
5.339,516.0
5.363,506.0
5.387,507.0
5.41,517.0
5.434,507.0
5.457,507.0
5.482,502.0
5.506,498.0
5.529,498.0
5.553,521.0
5.576,510.0
5.6,500.0
5.624,500.0
5.648,506.0
5.671,510.0
5.695,505.0
5.719,520.0
5.742,496.0
5.767,502.0
5.79,500.0
5.814,507.0
5.837,512.0
5.861,513.0
5.885,509.0
5.909,517.0
5.933,521.0
5.956,528.0
5.98,507.0
6.003,510.0
6.028,511.0
6.051,505.0
6.075,502.0
6.098,511.0
6.122,508.0
6.146,513.0
6.17,519.0
6.194,525.0
6.217,512.0
6.241,511.0
6.264,506.0
6.288,506.0
6.312,510.0
6.336,514.0
6.36,502.0
6.383,518.0
6.407,515.0
6.43,520.0
6.455,515.0
6.478,513.0
6.502,508.0
6.525,503.0
6.549,494.0
6.573,512.0
6.597,512.0
6.621,501.0
6.644,511.0
6.668,507.0
6.691,509.0
6.715,527.0
6.739,505.0
6.763,513.0
6.787,513.0
6.81,517.0
6.834,518.0
6.858,515.0
6.882,500.0
6.905,516.0
6.929,516.0
6.952,503.0
6.976,506.0
7.001,499.0
7.024,511.0
7.048,513.0
7.071,502.0
7.095,505.0
7.118,512.0
7.143,508.0
7.166,495.0
7.19,518.0
7.214,512.0
7.237,515.0
7.261,509.0
7.285,514.0
7.309,506.0
7.332,518.0
7.356,514.0
7.379,510.0
7.404,512.0
7.428,510.0
7.451,510.0
7.475,512.0
7.498,507.0
7.522,503.0
7.546,501.0
7.57,510.0
7.593,516.0
7.617,514.0
7.641,505.0
7.664,509.0
7.689,526.0
7.712,524.0
7.736,512.0
7.759,504.0
7.783,507.0
7.808,509.0
7.831,511.0
7.855,505.0
7.878,517.0
7.902,511.0
7.925,506.0
7.95,503.0
7.973,503.0
7.997,513.0
8.02,519.0
8.044,511.0
8.068,502.0
8.092,507.0
8.116,514.0
8.139,512.0
8.163,511.0
8.186,510.0
8.211,504.0
8.235,503.0
8.258,513.0
8.282,515.0
8.305,507.0
8.329,508.0
8.353,504.0
8.377,509.0
8.4,496.0
8.424,489.0
8.448,507.0
8.471,500.0
8.496,509.0
8.519,502.0
8.543,500.0
8.566,506.0
8.59,509.0
8.614,509.0
8.638,496.0
8.662,498.0
8.685,499.0
8.709,485.0
8.732,501.0
8.757,501.0
8.78,499.0
8.804,491.0
8.827,504.0
8.851,502.0
8.875,500.0
8.899,492.0
8.923,495.0
8.946,492.0
8.97,491.0
8.993,487.0
9.017,488.0
9.041,493.0
9.065,480.0
9.089,480.0
9.112,485.0
9.136,480.0
9.159,479.0
9.184,479.0
9.207,483.0
9.231,465.0
9.254,475.0
9.278,476.0
9.303,466.0
9.326,471.0
9.35,470.0
9.373,477.0
9.397,463.0
9.42,465.0
9.445,454.0
9.468,463.0
9.492,449.0
9.516,466.0
9.539,449.0
9.563,460.0
9.587,458.0
9.611,454.0
9.634,452.0
9.658,454.0
9.681,444.0
9.706,442.0
9.73,442.0
9.753,438.0
9.777,444.0
9.8,437.0
9.824,430.0
9.848,427.0
9.872,434.0
9.895,415.0
9.919,423.0
9.943,418.0
9.966,419.0
9.991,419.0
10.014,419.0
10.038,417.0
10.061,410.0
10.085,406.0
10.109,406.0
10.133,412.0
10.157,395.0
10.18,395.0
10.205,409.0
10.228,394.0
10.252,390.0
10.275,392.0
10.299,394.0
10.323,397.0
10.347,395.0
10.371,391.0
10.394,390.0
10.419,386.0
10.442,373.0
10.466,372.0
10.489,382.0
10.513,386.0
10.537,376.0
10.561,376.0
