0,1
0.096,532.0
0.12,526.0
0.144,526.0
0.167,525.0
0.191,527.0
0.215,508.0
0.238,529.0
0.262,529.0
0.286,530.0
0.31,527.0
0.333,535.0
0.357,527.0
0.38,523.0
0.404,512.0
0.428,517.0
0.451,542.0
0.476,523.0
0.499,545.0
0.523,531.0
0.546,531.0
0.57,524.0
0.593,512.0
0.617,523.0
0.641,525.0
0.665,554.0
0.689,518.0
0.712,523.0
0.736,530.0
0.759,533.0
0.783,519.0
0.806,513.0
0.831,524.0
0.855,530.0
0.878,538.0
0.902,519.0
0.925,530.0
0.949,550.0
0.972,534.0
0.996,532.0
1.02,533.0
1.044,518.0
1.068,520.0
1.091,528.0
1.115,531.0
1.138,528.0
1.163,531.0
1.186,531.0
1.21,539.0
1.233,535.0
1.257,528.0
1.281,529.0
1.305,540.0
1.329,528.0
1.352,534.0
1.376,527.0
1.399,529.0
1.424,542.0
1.447,532.0
1.471,547.0
1.495,538.0
1.518,523.0
1.542,523.0
1.566,532.0
1.59,538.0
1.613,527.0
1.637,525.0
1.66,531.0
1.684,525.0
1.709,530.0
1.732,538.0
1.756,528.0
1.779,533.0
1.803,536.0
1.827,526.0
1.851,527.0
1.874,534.0
1.898,538.0
1.922,535.0
1.945,531.0
1.97,538.0
1.993,548.0
2.017,528.0
2.04,535.0
2.064,528.0
2.087,522.0
2.112,525.0
2.136,533.0
2.159,514.0
2.183,532.0
2.206,514.0
2.231,534.0
2.254,536.0
2.278,530.0
2.301,535.0
2.325,524.0
2.349,527.0
2.373,521.0
2.397,534.0
2.42,534.0
2.444,541.0
2.467,531.0
2.491,537.0
2.515,525.0
2.539,535.0
2.563,527.0
2.586,551.0
2.61,538.0
2.633,534.0
2.658,539.0
2.681,541.0
2.705,536.0
2.728,527.0
2.752,526.0
2.777,527.0
2.8,525.0
2.824,534.0
2.847,516.0
2.871,515.0
2.894,530.0
2.919,535.0
2.942,527.0
2.966,527.0
2.99,513.0
3.013,544.0
3.037,521.0
3.061,529.0
3.085,518.0
3.108,521.0
3.132,529.0
3.155,525.0
3.179,531.0
3.204,520.0
3.227,538.0
3.251,531.0
3.274,542.0
3.298,542.0
3.321,530.0
3.346,538.0
3.369,527.0
3.393,528.0
3.417,537.0
3.44,541.0
3.464,526.0
3.488,516.0
3.512,534.0
3.535,538.0
3.559,526.0
3.582,532.0
3.607,527.0
3.631,520.0
3.654,530.0
3.678,536.0
3.701,528.0
3.725,538.0
3.749,518.0
3.773,546.0
3.796,528.0
3.82,528.0
3.844,531.0
3.867,527.0
3.892,532.0
3.915,536.0
3.939,532.0
3.962,534.0
3.986,522.0
4.009,530.0
4.034,519.0
4.058,522.0
4.081,537.0
4.105,539.0
4.128,526.0
4.153,542.0
4.176,523.0
4.2,524.0
4.224,528.0
4.247,522.0
4.271,527.0
4.295,521.0
4.319,531.0
4.342,540.0
4.366,515.0
4.389,537.0
4.413,520.0
4.438,521.0
4.461,535.0
4.485,527.0
4.508,541.0
4.532,533.0
4.556,531.0
4.58,539.0
4.603,535.0
4.627,530.0
4.651,532.0
4.674,535.0
4.699,517.0
4.722,530.0
4.746,527.0
4.769,543.0
4.793,519.0
4.816,525.0
4.841,540.0
4.865,533.0
4.888,513.0
4.912,530.0
4.935,532.0
4.96,535.0
4.983,530.0
5.007,522.0
5.03,531.0
5.054,531.0
5.078,529.0
5.102,530.0
5.126,515.0
5.149,542.0
5.173,540.0
5.196,546.0
5.22,518.0
5.244,526.0
5.268,522.0
5.292,532.0
5.315,522.0
5.339,534.0
5.362,538.0
5.387,528.0
5.41,523.0
5.434,532.0
5.457,525.0
5.481,522.0
5.506,514.0
5.529,527.0
5.553,527.0
5.576,519.0
5.6,542.0
5.623,527.0
5.648,538.0
5.671,535.0
5.695,535.0
5.719,533.0
5.742,536.0
5.766,530.0
5.79,524.0
5.814,535.0
5.837,535.0
5.861,524.0
5.884,525.0
5.909,539.0
5.933,531.0
5.956,528.0
5.98,537.0
6.003,522.0
6.027,527.0
6.051,533.0
6.075,531.0
6.098,521.0
6.122,541.0
6.146,537.0
6.169,539.0
6.194,532.0
6.217,524.0
6.241,534.0
6.264,523.0
6.288,523.0
6.311,535.0
6.336,537.0
6.36,538.0
6.383,534.0
6.407,527.0
6.43,522.0
6.454,543.0
6.478,531.0
6.502,533.0
6.525,526.0
6.549,527.0
6.573,533.0
6.597,532.0
6.621,533.0
6.644,541.0
6.668,515.0
6.691,524.0
6.715,525.0
6.739,532.0
6.763,537.0
6.787,526.0
6.81,529.0
6.834,528.0
6.857,532.0
6.882,533.0
